Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
ERR579142_2 - polyg	(1, 0.008957386652985866)	(2, 0.009666498396684237)	(3, 0.010964772633903141)	(4, 0.014838427830822589)	(5, 0.050459827214516285)	(6, 0.10030932442077477)	(7, 0.10788729469671555)	(8, 0.11391298055859025)	(9, 0.2731350264122957)	(10, 1.0276299217073606)	(12, 2.1729865045451415)	(14, 2.3791157630566255)	(16, 2.471767739021195)	(18, 2.522822020607916)	(20, 2.5551342318543506)	(22, 2.5850209987038073)	(24, 2.591618207463588)	(26, 2.5969771166112388)	(28, 2.6025671044614382)	(30, 2.6080459628592667)	(32, 2.611632092647672)	(34, 2.615255265586867)	(36, 2.6200144284836284)	(38, 2.6279346069144887)	(40, 2.6693647251340002)	(42, 2.6959687632396188)	(44, 2.701594030281047)	(46, 2.705088434172257)	(48, 2.708496404044957)	(50, 2.7115498180458073)	(52, 2.7143174705977047)	(54, 2.7164306941523084)	(56, 2.7182493364601514)	(58, 2.719798092955095)	(60, 2.721218080402053)	(62, 2.7227033343527847)	(64, 2.7240880426085137)	(66, 2.7257673321110034)	(68, 2.727633601327006)	(70, 2.729332294384671)	(72, 2.7310733224718113)	(74, 2.73278789116553)	(76, 2.734393094366439)	(78, 2.7360512163541912)	(80, 2.7376934627058906)	(82, 2.7391963562522363)	(84, 2.7407556965045483)	(86, 2.7421404047602778)	(88, 2.7434792500674097)	(90, 2.744410620715849)
ERR579143_1 - illumina_universal_adapter	(1, 6.346303298568124)	(2, 6.3543457020259)	(3, 6.354773002399368)	(4, 6.355818362241602)	(5, 6.356276184070318)	(6, 6.356779788081906)	(7, 6.3570315900877)	(8, 6.358183775023301)	(9, 6.358763682673008)	(10, 6.360961227450844)	(12, 6.363147326682963)	(14, 6.366890020132715)	(16, 6.369820079836496)	(18, 6.372319023984904)	(20, 6.374550905399894)	(22, 6.3766950376310465)	(24, 6.378457651671603)	(26, 6.380395764079834)	(28, 6.382589493675764)	(30, 6.384409335444909)	(32, 6.387591197154485)	(34, 6.390456398765865)	(36, 6.393989257210789)	(38, 6.400112624169864)	(40, 6.413736638756068)	(42, 6.436509459552777)	(44, 6.464997422844622)	(46, 6.503984766741686)	(48, 6.56515739342194)	(50, 6.665813337647032)	(52, 6.826119650971899)	(54, 7.046694392865305)	(56, 7.354354476944284)	(58, 7.794546350072698)	(60, 8.368311556910879)	(62, 9.016732243284993)	(64, 9.749846152789642)	(66, 10.65230454155439)	(68, 11.573785427302282)	(70, 12.394049537084904)	(72, 13.275200134904832)	(74, 14.427675024331323)	(76, 15.583968910845684)	(78, 16.61628083096188)	(80, 17.628238755609747)	(82, 18.754766592893766)	(84, 20.000900382929807)	(86, 21.214185456755487)	(88, 22.383637905663523)	(90, 23.227353938622116)
ERR579143_1 - polya	(1, 0.0046011093785946165)	(2, 0.00606613923048544)	(3, 0.006653677244004156)	(4, 0.007889796181537038)	(5, 0.008500225286491548)	(6, 0.009354826033427861)	(7, 0.010400185875662459)	(8, 0.013910153229150889)	(9, 0.01809159259808928)	(10, 0.022063196962199556)	(12, 0.02473382429637554)	(14, 0.029968253871360463)	(16, 0.038338762973049174)	(18, 0.042943687533549754)	(20, 0.052466381570840104)	(22, 0.06270632980645201)	(24, 0.0676889573756432)	(26, 0.07341173023459172)	(28, 0.078161631707519)	(30, 0.08264828562893464)	(32, 0.08678012763309548)	(34, 0.09091578481916228)	(36, 0.0946050657222311)	(38, 0.0985194423577519)	(40, 0.10360507983840415)	(42, 0.1081031793055377)	(44, 0.11300187287279764)	(46, 0.11788149053052775)	(48, 0.12179586716604854)	(50, 0.1258018081673125)	(52, 0.13053644891261593)	(54, 0.13739614597954225)	(56, 0.1429167141974746)	(58, 0.1490858633394211)	(60, 0.16157676889955275)	(62, 0.22151327664227366)	(64, 8.12026750529452)	(66, 9.280078989526181)	(68, 9.28908281882426)	(70, 9.296579651269482)	(72, 9.307708536889184)	(74, 9.319749250984412)	(76, 9.332072288540681)	(78, 9.338886203424735)	(80, 9.343891722085363)	(82, 9.348435603735368)	(84, 9.35342586166837)	(86, 9.358229175687981)	(88, 9.362280898872118)	(90, 9.36540934803501)
ERR579143_2 - illumina_universal_adapter	(1, 6.57712943424286)	(2, 6.585240510974943)	(3, 6.585675441712223)	(4, 6.586392695910544)	(5, 6.586758953373518)	(6, 6.587048907198371)	(7, 6.587247296657481)	(8, 6.58803322413011)	(9, 6.588437633412142)	(10, 6.5903261484555955)	(12, 6.592371085957193)	(14, 6.595709370124913)	(16, 6.598185423181885)	(18, 6.600333370594943)	(20, 6.602385938460353)	(22, 6.604266823139994)	(24, 6.605762374447132)	(26, 6.607483021486724)	(28, 6.609501252714979)	(30, 6.611324909666031)	(32, 6.614102362093574)	(34, 6.616723392062972)	(36, 6.620023524411632)	(38, 6.625334257624736)	(40, 6.637039235712239)	(42, 6.658312690019904)	(44, 6.684885431994955)	(46, 6.720507785450956)	(48, 6.775793586450305)	(50, 6.867396104012541)	(52, 7.013326811915729)	(54, 7.215726027209114)	(56, 7.500262293756036)	(58, 7.911813596316366)	(60, 8.441353214500591)	(62, 9.053964603505314)	(64, 9.747324317549797)	(66, 10.604862754553706)	(68, 11.484521616248403)	(70, 12.270761933793622)	(72, 13.117202006633075)	(74, 14.195227436346553)	(76, 15.256340164670881)	(78, 16.237181465693695)	(80, 17.19894304200477)	(82, 18.260147334694842)	(84, 19.425754080241667)	(86, 20.56445234780572)	(88, 21.663903839103096)	(90, 22.470147155381294)
ERR579143_2 - polya	(1, 0.011270047350222636)	(2, 0.014184846326380418)	(3, 0.015520159993468409)	(4, 0.0173667080359558)	(5, 0.01841969824200233)	(6, 0.019503209903296584)	(7, 0.021059804120930583)	(8, 0.02515730948793773)	(9, 0.030536715975349345)	(10, 0.035488822089292806)	(12, 0.03903312607993493)	(14, 0.04497717948942946)	(16, 0.05410309460849939)	(18, 0.05963129319024366)	(20, 0.06543418486921747)	(22, 0.07227480602661394)	(24, 0.0786614205372005)	(26, 0.08629559953103784)	(28, 0.09222057703100256)	(30, 0.0973519966945264)	(32, 0.10215912589604316)	(34, 0.10734395810625053)	(36, 0.11204426221440025)	(38, 0.11674838150445593)	(40, 0.12270769564157434)	(42, 0.12715238256202438)	(44, 0.13207015203881414)	(46, 0.13755638361959277)	(48, 0.14178742035330874)	(50, 0.14599556599558888)	(52, 0.15311088025021488)	(54, 0.17098119229775816)	(56, 0.25565533951876057)	(58, 10.452648442051393)	(60, 16.12485488001825)	(62, 16.420691715370644)	(64, 16.4537273754944)	(66, 16.466554017062258)	(68, 16.48137981394884)	(70, 16.506792740624476)	(72, 16.519211157728392)	(74, 16.52697886808894)	(76, 16.534208637800745)	(78, 16.54094624904668)	(80, 16.54646300208271)	(82, 16.55154863956336)	(84, 16.557103544418446)	(86, 16.562940772734574)	(88, 16.567530436567452)	(90, 16.571723321482107)
ERR579143_2 - polyg	(1, 0.019899988821517015)	(2, 0.02060961265602663)	(3, 0.02248668215376175)	(4, 0.030765626889707288)	(5, 0.08979412133880837)	(6, 0.1456712755335818)	(7, 0.1576356859906902)	(8, 0.1673186176680311)	(9, 0.3044286250046259)	(10, 0.8122903795991541)	(12, 1.6728351799449621)	(14, 1.9317334240837936)	(16, 2.0433007885599483)	(18, 2.103199144483609)	(20, 2.1465396109353794)	(22, 2.183207324233616)	(24, 2.188296776896174)	(26, 2.19339767510445)	(28, 2.1990632202348093)	(30, 2.2033972668799864)	(32, 2.206441782040947)	(34, 2.2098411091191625)	(36, 2.214674944594021)	(38, 2.224403658454233)	(40, 2.2734859736744815)	(42, 2.3045720758442902)	(44, 2.308452115842657)	(46, 2.3102376209746494)	(48, 2.3116835749170104)	(50, 2.313278320953704)	(52, 2.3147509811694067)	(54, 2.3160290671079053)	(56, 2.3175398791426676)	(58, 2.3187645525344824)	(60, 2.3201418332025363)	(62, 2.3214161039591286)	(64, 2.322583549622354)	(66, 2.3238959721980064)	(68, 2.3253915235051448)	(70, 2.3273754180962474)	(72, 2.329714124604604)	(74, 2.3320375703853373)	(76, 2.3346814914461715)	(78, 2.337863353155747)	(80, 2.3410909970481937)	(82, 2.3442423373025214)	(84, 2.3470426808215)	(86, 2.349988001252906)	(88, 2.3528989850471573)	(90, 2.3551652030993013)
ERR579144_1 - illumina_universal_adapter	(1, 1.4200858475976932e-05)	(2, 2.8401716951953865e-05)	(3, 7.384446407508005e-05)	(4, 0.00020165219035887246)	(5, 0.00024993510917719404)	(6, 0.00032377957325227405)	(7, 0.00033514026003305563)	(8, 0.0003834231788513772)	(9, 0.0004317060976696988)	(10, 0.000587915540905445)	(12, 0.0008790331396629721)	(14, 0.0012851776920759124)	(16, 0.0017836278245827028)	(18, 0.002247995896747149)	(20, 0.002617218217122549)	(22, 0.0028884546140137083)	(24, 0.0032846585654934648)	(26, 0.003541694103908647)	(28, 0.0037958894706286344)	(30, 0.0042304357399935285)	(32, 0.004964620123201535)	(34, 0.00618731403798315)	(36, 0.008014964523841381)	(38, 0.010683305831477447)	(40, 0.015383789987025812)	(42, 0.023526562237150984)	(44, 0.03481624472555264)	(46, 0.049458749900132465)	(48, 0.06987674421689209)	(50, 0.09860508091379344)	(52, 0.13695023897062636)	(54, 0.18509398937588334)	(56, 0.24216297933329184)	(58, 0.30937564250009064)	(60, 0.39009616224923876)	(62, 0.4865512331897693)	(64, 0.5972398245807715)	(66, 0.7197364297945485)	(68, 0.8522162385169374)	(70, 0.990129295692235)	(72, 1.1414337624103787)	(74, 1.3048387806359025)	(76, 1.4762033800372114)	(78, 1.6507163097626443)	(80, 1.829360269218739)	(82, 2.014810700142369)	(84, 2.210585155178035)	(86, 2.4153104113111086)	(88, 2.6232592623182294)	(90, 2.7780457795346827)
ERR579144_1 - polya	(1, 0.005927438327872772)	(2, 0.010264380506436127)	(3, 0.012255340864768094)	(4, 0.015371009214397432)	(5, 0.017018308797610758)	(6, 0.01882465799575502)	(7, 0.02058840461847136)	(8, 0.02423234490340704)	(9, 0.030156943059584614)	(10, 0.0379191323025536)	(12, 0.042648018175053926)	(14, 0.04905544551941472)	(16, 0.05559636093344969)	(18, 0.06127528423799287)	(20, 0.06828766815343028)	(22, 0.07719302650371541)	(24, 0.0858825318051657)	(26, 0.09645365085468294)	(28, 0.10420589949671874)	(30, 0.11065024907311707)	(32, 0.11637461512478336)	(34, 0.1225051257288626)	(36, 0.12807612250898837)	(38, 0.13331481920077626)	(40, 0.13929338061916255)	(42, 0.14508449070566592)	(44, 0.15085429950445536)	(46, 0.15672351431257664)	(48, 0.16218942473998016)	(50, 0.16747498426473878)	(52, 0.17290397246010475)	(54, 0.1794661891618537)	(56, 0.18552853564524824)	(58, 0.19106119010748884)	(60, 0.1962090013050305)	(62, 0.20177005748422305)	(64, 0.20785512534117917)	(66, 0.21613848609021652)	(68, 0.22344340769025905)	(70, 0.2307966122091199)	(72, 0.2388712203385604)	(74, 0.24548598021667045)	(76, 0.25382046405622133)	(78, 0.2610941437676167)	(80, 0.2668753132531869)	(82, 0.27306262729117003)	(84, 0.2809881264066128)	(86, 0.28977703771739494)	(88, 0.2969271699600493)	(90, 0.3028929506058072)
ERR579144_2 - illumina_universal_adapter	(1, 1.4200858475976932e-05)	(2, 1.9881201866367706e-05)	(3, 6.248377729429851e-05)	(4, 0.00017609064510211398)	(5, 0.00021869322053004478)	(6, 0.0002811769978243433)	(7, 0.00028685734121473405)	(8, 0.00033514026003305563)	(9, 0.00037774283546098645)	(10, 0.0005240116777635489)	(12, 0.0008193895340638691)	(14, 0.0012297943440196025)	(16, 0.0017325047340691858)	(18, 0.0022110736647096086)	(20, 0.0025873964143229974)	(22, 0.00286289306875695)	(24, 0.0032619371919319013)	(26, 0.0035218129020422794)	(28, 0.0037902091272382435)	(30, 0.004229015654145931)	(32, 0.00497456072413472)	(34, 0.006231336699258678)	(36, 0.008066087614354898)	(38, 0.010774191325723699)	(40, 0.015581181919841891)	(42, 0.023804899063280132)	(44, 0.03524227047983196)	(46, 0.050113409475875004)	(48, 0.07088216499699126)	(50, 0.10018563646216966)	(52, 0.13927775967483896)	(54, 0.18835876673951044)	(56, 0.24657092580423506)	(58, 0.31505740597632903)	(60, 0.3972391940626552)	(62, 0.4952719803798667)	(64, 0.6078748474934306)	(66, 0.7323652532372348)	(68, 0.8672166053251118)	(70, 1.0075040460375926)	(72, 1.1616316434207608)	(74, 1.3280486637290392)	(76, 1.5025431323384533)	(78, 1.6805608339357576)	(80, 1.8631000888718126)	(82, 2.052440134932013)	(84, 2.252342779526645)	(86, 2.460930669165185)	(88, 2.672668309213696)	(90, 2.8301004463642236)
ERR579144_2 - polya	(1, 0.013729389974574499)	(2, 0.0169302634750597)	(3, 0.019895402724843685)	(4, 0.025538823883196917)	(5, 0.030256349068916454)	(6, 0.034286552704398704)	(7, 0.03883650776010172)	(8, 0.04492867604629582)	(9, 0.05275334906655911)	(10, 0.06344801558481733)	(12, 0.07550170425922656)	(14, 0.09053047278435294)	(16, 0.10975843516082572)	(18, 0.12501867767911054)	(20, 0.13977336963565057)	(22, 0.15431788888674614)	(24, 0.16821768916303237)	(26, 0.18378467022439826)	(28, 0.19881059857782946)	(30, 0.21350990718631319)	(32, 0.22739550660412344)	(34, 0.2412768457643909)	(36, 0.2548599668966628)	(38, 0.2681860524905196)	(40, 0.2821994596346136)	(42, 0.29466071294728335)	(44, 0.30727533553149367)	(46, 0.3203969287632964)	(48, 0.33345035787441435)	(50, 0.3475773718863162)	(52, 0.3615879388587151)	(54, 0.3777115935723393)	(56, 0.3903020746971404)	(58, 0.402492091612919)	(60, 0.4149689658699124)	(62, 0.4268167420964199)	(64, 0.4392680548081565)	(66, 0.4519366406545755)	(68, 0.4642672460692663)	(70, 0.4773064743219083)	(72, 0.49143206824796254)	(74, 0.5033991316856683)	(76, 0.5146589923712703)	(78, 0.5254005217224994)	(80, 0.5351352102077815)	(82, 0.5450758111409654)	(84, 0.5568781446203499)	(86, 0.5699031720145159)	(88, 0.580457250033862)	(90, 0.58878747361587)
ERR579144_2 - polyg	(1, 0.0033826444889777053)	(2, 0.004470430248237538)	(3, 0.008872696375790388)	(4, 0.014672326977379368)	(5, 0.01889566228813491)	(6, 0.022494159825947463)	(7, 0.02514119984586956)	(8, 0.02792456810716104)	(9, 0.030531845723350406)	(10, 0.035198247818556426)	(12, 0.041784605979714534)	(14, 0.047851212720651876)	(16, 0.05382551388149537)	(18, 0.059565500877485245)	(20, 0.06554406229587154)	(22, 0.07109091761658812)	(24, 0.07668747594197063)	(26, 0.08287478997995379)	(28, 0.08906494418963212)	(30, 0.09521959625312054)	(32, 0.101091651232937)	(34, 0.10698074724292464)	(36, 0.11264972994653462)	(38, 0.11800487367782553)	(40, 0.12344806273166747)	(42, 0.12845102517275414)	(44, 0.13316713027262608)	(46, 0.13849529237281266)	(48, 0.1440577686378528)	(50, 0.14961314447365498)	(52, 0.15457066416761853)	(54, 0.1594585996550498)	(56, 0.1642599099057776)	(58, 0.1690683205857434)	(60, 0.17322491186166183)	(62, 0.17735736167817112)	(64, 0.18154093458519394)	(66, 0.18597160242969873)	(68, 0.1907856934530549)	(70, 0.19561682550658224)	(72, 0.2005189618524895)	(74, 0.20541967811254913)	(76, 0.21044820209889256)	(78, 0.2154227628230273)	(80, 0.22048962912725584)	(82, 0.2253775646146871)	(84, 0.23021437701160485)	(86, 0.23510231249903613)	(88, 0.23988232146204996)	(90, 0.24361856732707948)
ERR579145_1 - illumina_universal_adapter	(1, 2.6573409689621815e-05)	(2, 3.416581245808519e-05)	(3, 0.00012147844429541401)	(4, 0.00028091890243314493)	(5, 0.00030749231212276674)	(6, 0.00039100874257586384)	(7, 0.00042137835364971734)	(8, 0.0005086909854870461)	(9, 0.0005656340062505216)	(10, 0.0007687307803069168)	(12, 0.001133166113193159)	(14, 0.0015659330709955712)	(16, 0.00206892975440627)	(18, 0.0025966017468144744)	(20, 0.00306922881915132)	(22, 0.003424173648576983)	(24, 0.00382277479392131)	(26, 0.004153044314349466)	(28, 0.004509887244467246)	(30, 0.0050869098548704614)	(32, 0.0061574386452237975)	(34, 0.007748047025216875)	(36, 0.009915678015613168)	(38, 0.01335883267111131)	(40, 0.019330257448507755)	(42, 0.029691989126768147)	(44, 0.04430546635536803)	(46, 0.06310045940869911)	(48, 0.08853690678374354)	(50, 0.12389472647647748)	(52, 0.17118780332123584)	(54, 0.22988087292284198)	(56, 0.2977683422770573)	(58, 0.3774619979362331)	(60, 0.47143886130358065)	(62, 0.5791788527894601)	(64, 0.7011887652786666)	(66, 0.8327499204505999)	(68, 0.9698459372407432)	(70, 1.1143768144419042)	(72, 1.2708315601909368)	(74, 1.439927656549461)	(76, 1.615232440271896)	(78, 1.7932458136819807)	(80, 1.9725157297502456)	(82, 2.1582031242585544)	(84, 2.3532500532796865)	(86, 2.5566922816620465)	(88, 2.7589064388966085)	(90, 2.909590958541609)
ERR579145_1 - polya	(1, 0.008511083503447444)	(2, 0.015386004210291031)	(3, 0.018681107011804136)	(4, 0.024272911650777412)	(5, 0.02694164122389229)	(6, 0.029898882102208774)	(7, 0.033455922799233866)	(8, 0.039374200757251065)	(9, 0.05260016637991427)	(10, 0.06374771174471061)	(12, 0.07098706778444044)	(14, 0.08294130594338603)	(16, 0.09366367675314843)	(18, 0.10354518895630352)	(20, 0.1148882386923878)	(22, 0.12903668125141932)	(24, 0.14487633152712603)	(26, 0.16288551089392117)	(28, 0.17595393415913874)	(30, 0.18816251781082785)	(32, 0.1991069664015678)	(34, 0.21259297181905087)	(36, 0.22255989855335118)	(38, 0.23244330885719838)	(40, 0.24291513037560147)	(42, 0.2553059316937337)	(44, 0.26581571522597913)	(46, 0.27686076315340125)	(48, 0.2869947227486077)	(50, 0.2961302813797613)	(52, 0.3049849211084817)	(54, 0.31550609324487977)	(56, 0.326143049523497)	(58, 0.33552915744600986)	(60, 0.34406112005707057)	(62, 0.35468478963084293)	(64, 0.36368558311285626)	(66, 0.38172133588934104)	(68, 0.39767866840795896)	(70, 0.41229024753586674)	(72, 0.423927502879229)	(74, 0.434332890873408)	(76, 0.446801514319917)	(78, 0.4588582499162368)	(80, 0.4678552471968659)	(82, 0.47719959690415226)	(84, 0.48969858996173504)	(86, 0.5053294491613091)	(88, 0.5177145561773648)	(90, 0.5280857783590859)
ERR579145_2 - illumina_universal_adapter	(1, 1.898100692115844e-05)	(2, 2.2777208305390127e-05)	(3, 9.110883322156051e-05)	(4, 0.00021258727751697452)	(5, 0.00023536448582236466)	(6, 0.00031128851350699843)	(7, 0.00033026952042815685)	(8, 0.0004061935481127906)	(9, 0.00045554416610780254)	(10, 0.0006244751277061127)	(12, 0.0009775218564396597)	(14, 0.0014064926128578405)	(16, 0.0019037949941921916)	(18, 0.002440957490060975)	(20, 0.0028983997568608937)	(22, 0.003249548384902325)	(24, 0.003659538134399347)	(26, 0.003999298158288083)	(28, 0.004365631591866441)	(30, 0.004965431410575047)	(32, 0.00606063550992589)	(34, 0.0076493457892268515)	(36, 0.009839753987928536)	(38, 0.013307583952424182)	(40, 0.01932266504573929)	(42, 0.029790690362758172)	(44, 0.04460346816403021)	(46, 0.06364521430733636)	(48, 0.08950873433810685)	(50, 0.125344875405254)	(52, 0.1732795102839475)	(54, 0.23312852320705219)	(56, 0.30227443332014026)	(58, 0.38329106516172085)	(60, 0.47888321221805896)	(62, 0.5883770487434535)	(64, 0.712452094785682)	(66, 0.845972089871879)	(68, 0.9852110623434209)	(70, 1.1320177622744287)	(72, 1.2909912876418992)	(74, 1.4627428268686935)	(76, 1.6408852711258417)	(78, 1.8217818594872501)	(80, 2.0039710544199894)	(82, 2.1925055999664718)	(84, 2.391027951354868)	(86, 2.597890557184421)	(88, 2.803470046946104)	(90, 2.956223496345511)
ERR579145_2 - polya	(1, 0.015370819404754104)	(2, 0.018969618317005745)	(3, 0.021961025007780313)	(4, 0.027385796785847398)	(5, 0.031330050024064124)	(6, 0.03528948806781777)	(7, 0.0390667084451283)	(8, 0.046697073227433994)	(9, 0.05539417059870879)	(10, 0.06594571234618077)	(12, 0.07591263908048107)	(14, 0.09021482779557395)	(16, 0.11077505449257277)	(18, 0.12620661311947456)	(20, 0.1411218883581209)	(22, 0.15606943130853315)	(24, 0.17019509665925925)	(26, 0.1861562253792614)	(28, 0.20113413794074753)	(30, 0.21436200166410285)	(32, 0.2270697857978184)	(34, 0.24018186537895467)	(36, 0.2528137254849856)	(38, 0.26578914181628954)	(40, 0.2800381837120032)	(42, 0.2922638502699213)	(44, 0.30469640980328005)	(46, 0.31854874865434146)	(48, 0.33246941913031913)	(50, 0.346050329582408)	(52, 0.35924023129192095)	(54, 0.37450285895722446)	(56, 0.38737767595184625)	(58, 0.39950843747515863)	(60, 0.411327910484964)	(62, 0.42276776335634614)	(64, 0.4353863367575323)	(66, 0.4498726412397604)	(68, 0.46302078473404684)	(70, 0.4789078875270565)	(72, 0.49746941419525736)	(74, 0.5111490258833362)	(76, 0.5239346321454286)	(78, 0.5354409185410347)	(80, 0.5458273255282927)	(82, 0.5562516945293929)	(84, 0.5694700677492877)	(86, 0.5838918368079838)	(88, 0.5957549661337078)	(90, 0.604917098174551)
ERR579145_2 - polyg	(1, 0.004817379556590012)	(2, 0.005990405784317604)	(3, 0.010731861313222981)	(4, 0.0160769128622212)	(5, 0.020298288801486836)	(6, 0.024033750963570816)	(7, 0.026915067814202668)	(8, 0.02944333793610097)	(9, 0.03216901052997932)	(10, 0.038136639105991535)	(12, 0.04744302679943552)	(14, 0.0547241410543919)	(16, 0.061295365650496945)	(18, 0.06742812898672323)	(20, 0.0734508024828068)	(22, 0.07889265716710295)	(24, 0.08443890738946544)	(26, 0.09051093150354401)	(28, 0.09656207651000934)	(30, 0.1025145202804846)	(32, 0.10838154951981468)	(34, 0.11427325406814227)	(36, 0.12006815548117195)	(38, 0.12569982023467965)	(40, 0.1311321844155152)	(42, 0.13642029294374994)	(44, 0.14161159833668677)	(46, 0.14717682956597045)	(48, 0.15255604692742672)	(50, 0.1576315681781445)	(52, 0.16235594080082083)	(54, 0.16714674694772122)	(56, 0.17182366705309465)	(58, 0.1764037840231702)	(60, 0.18125532939221828)	(62, 0.18611256906334273)	(64, 0.19085592269294022)	(66, 0.19571885666614103)	(68, 0.2005704020351891)	(70, 0.20550736193538244)	(72, 0.21078597996015658)	(74, 0.21611964290500213)	(76, 0.22123122806887008)	(78, 0.22667308275316622)	(80, 0.23203331910770136)	(82, 0.2374656832885369)	(84, 0.2426399057752447)	(86, 0.2480551870498512)	(88, 0.2534344044113075)	(90, 0.2573976386564454)
